Sr No,Company Name,NSE/BSE Ticker,Exchange Index,SME Type,Sector,Industry,Theme,Loan Taken,Estimated Total Debt (Cr),Estimated Market Cap (Cr),Data Source,Note
511,Sandur Manganese,SANDUMA,NSE Emerge,NSE Emerge,Materials,Manganese Ore,Mining,No,0.0,3800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
512,Trimurty Ores,TRIMURTI,BSE SME,BSE SME,Materials,Iron Ore,Mining,Yes,18.5,65,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
513,Arvind Smartspaces,ARVINDSL,NSE Emerge,NSE Emerge,Real Estate,Smart Housing,Affordable Housing Gujarat,Yes,145.0,1200,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
514,Mahindra Lifespaces,MAHLIFE2,BSE SME,BSE SME,Real Estate,Integrated Cities,SEZ & Housing,Yes,580.0,2200,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
515,Sattva Group,SATTVA,BSE SME,BSE SME,Real Estate,Commercial & Resi,Bengaluru RE,Yes,850.0,2800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
516,Vedant Fashions (Manyavar),MANYAVAR,NSE Emerge,NSE Emerge,Consumer,Ethnic Apparel,Celebration Wear,No,0.0,12500,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
517,W (Global Desi),ABFRL,NSE Emerge,NSE Emerge,Consumer,Women Fashion,Branded Apparel,Yes,1200.0,9800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
518,Go Fashion (Go Colors),GOCOLORS,NSE Emerge,NSE Emerge,Consumer,Bottom Wear,Women Ethnics,No,0.0,3800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
519,Shoppers Stop,SHOPERSTOP,NSE Emerge,NSE Emerge,Consumer,Dept Store,Premium Retail,Yes,380.0,3200,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
520,Westlife Foodworld (McDonald's),WESTLIFE,NSE Emerge,NSE Emerge,Consumer,QSR,Fast Food,Yes,380.0,5500,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
521,Jubilant Foodworks (Domino's),JUBLFOOD,NSE Emerge,NSE Emerge,Consumer,QSR,Pizza Chain,Yes,280.0,12500,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
522,Barbeque Nation,BARBEQUE,NSE Emerge,NSE Emerge,Consumer,Casual Dining,Restaurant Chain,Yes,145.0,1200,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
523,Restaurant Brands Asia,RBAAP,NSE Emerge,NSE Emerge,Consumer,QSR,Burger King India,Yes,580.0,1800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
524,Cinemax India,CINEMAX,BSE SME,BSE SME,Media,Multiplex,Cinema Chain,Yes,55.0,180,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
525,SPI Cinemas,SPICINEM,BSE SME,BSE SME,Media,Multiplex,South India Cinema,Yes,45.0,145,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
526,Sri Adhikari Brothers,SRIABHIKA,BSE SME,BSE SME,Media,TV Content,TV Production,Yes,22.0,65,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
527,Manappuram Finance,MANAPPURAM,NSE Emerge,NSE Emerge,Financials,Gold Loan,Gold Finance,Yes,18500.0,9800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
528,IIFL Gold Loan,IIFLGOLD,BSE SME,BSE SME,Financials,Gold NBFC,Gold Loan,Yes,4500.0,1800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
529,Muthoot Finance,MUTHOOTFIN,NSE Emerge,NSE Emerge,Financials,Gold Loan,Gold Finance,Yes,55000.0,55000,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
530,Poonawalla Fincorp,POONAWALLA,NSE Emerge,NSE Emerge,Financials,Consumer & MSME,Diversified NBFC,Yes,8500.0,9800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
531,Electrotherm India,ELECTROTHM,NSE Emerge,NSE Emerge,Industrials,Steel Melting Fce,Induction Furnace,Yes,120.0,580,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
532,Electrosteel Castings,ELECTCAST,NSE Emerge,NSE Emerge,Industrials,DI Pipes,Water Infra Pipes,Yes,380.0,2800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
533,Nuvoco Vistas,NUVOCO,NSE Emerge,NSE Emerge,Materials,Cement & RMC,Building Materials,Yes,2800.0,4800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
534,Star Cement,STARCEMENT,NSE Emerge,NSE Emerge,Materials,Cement,Northeast Cement,Yes,180.0,3800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
535,Mangalam Cement,MANGLMCEM,NSE Emerge,NSE Emerge,Materials,Cement,Rajasthan Cement,Yes,280.0,850,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
536,Burnpur Cement,BURNPUR,BSE SME,BSE SME,Materials,Cement,Bengal Cement,Yes,55.0,95,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
537,CMYK Printech,CMYK,BSE SME,BSE SME,Technology,Print Media,Magazine Publishing,Yes,8.5,42,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
538,Dhruv Consultancy,DHRUVCNSL,BSE SME,BSE SME,Industrials,Highway Consultancy,Road Engineering,No,0.0,95,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
539,Aadifidelis Solutions,AADIFIDEL,BSE SME,BSE SME,Technology,CRM Software,B2B SaaS,Yes,2.2,28,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
540,Abha Power & Steel,ABHAPOWER,BSE SME,BSE SME,Industrials,Power & Steel,Captive Power,Yes,28.5,72,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
541,Nath Industries,NATH,BSE SME,BSE SME,Agriculture,Cotton Seeds,Seed Production,Yes,22.0,75,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
542,Dhani Services,DHANI,NSE Emerge,NSE Emerge,Financials,Healthtech NBFC,Health Finance,Yes,280.0,850,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
543,Servotronics,SERVOTECH,BSE SME,BSE SME,Technology,EV Charging,EV Infrastructure,Yes,18.5,120,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
544,Globus Spirits,GLOBUSSPR,NSE Emerge,NSE Emerge,Consumer,IMFL,Country Liquor,Yes,280.0,1800,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
545,Tilaknagar Industries,TI,NSE Emerge,NSE Emerge,Consumer,Brandy & Spirits,South India Spirits,Yes,380.0,1200,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
546,GM Breweries,GMBREW,NSE Emerge,NSE Emerge,Consumer,Country Liquor,Maharashtra Liquor,Yes,12.0,280,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
547,Pee Cee Cosma Sope,PEECEECOSM,BSE SME,BSE SME,Consumer,Soap & Detergent,FMCG Home Care,Yes,8.5,35,yfinance / Curated SME Data,Balance sheet data sourced from public disclosures; fetch live data using ticker in yfinance
